Reporter,Partner,Product categories,Indicator Type,Indicator,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Finland,Sweden,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,9869.99,7455.06,8154.88,8429.38,7669.03,6737.85,6744.04,8638.19,8798.09,7885.2,11858.85,6907.39,5897.09,9206.74,8016.28,6718.84,6127.46,5485.78,4582.67,3634.38,3384.92,3490.62
France,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,119891.0,101023.68,95070.34,102253.03,97082.21,94547.3,96149.64,112991.13,115130.91,115584.15,121591.32,103433.89,88206.76,113901.58,101710.83,86144.46,81703.99,75411.98,63081.65,52223.57,48948.81,49231.23
France,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,81694.5,69891.04,78210.51,83212.12,77609.89,78851.33,79145.56,93804.33,93524.55,92316.94,97949.18,82988.67,68985.01,86841.53,77914.75,69417.32,63112.31,62210.7,53413.85,44216.5,41519.87,44461.1
France,Italy,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,46408.99,37139.02,42046.62,42748.24,39738.18,35717.8,35326.27,40924.83,40380.17,41227.6,47564.33,41322.05,39227.04,52393.49,49433.37,43529.54,39877.08,38620.28,33195.1,27620.71,25427.01,26329.11
France,Spain,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,43452.93,35639.76,41703.08,44323.63,40190.99,36644.58,36022.04,40237.4,38591.34,37799.12,42562.64,37979.64,37242.57,49916.89,51652.81,47196.78,44221.76,41410.57,36547.7,29565.0,27908.58,28566.73
France,Italy,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,59444.24,48601.33,48590.65,50411.4,47044.65,42036.5,41696.32,48083.24,48154.72,48213.98,52319.84,44962.06,42959.19,56494.22,52171.51,44828.37,41127.49,38965.55,33233.14,27420.24,26299.94,26429.49
United Kingdom,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,75512.97,74403.16,85679.09,92101.4,89639.33,88077.49,94348.06,100307.06,88849.2,83087.74,87752.11,76551.72,63240.2,84615.73,90882.62,78267.41,68953.2,68165.14,58050.82,48537.14,43056.87,43763.86
United Kingdom,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,40956.68,41632.0,46352.03,47510.72,46663.01,43797.38,46631.52,52026.09,48040.6,52046.68,54137.87,44671.05,39446.09,53919.2,50684.44,51279.14,41794.21,40234.41,33577.57,32876.55,34086.82,34788.51
United Kingdom,Netherlands,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,41621.02,46243.6,53927.75,55887.71,51347.9,47382.17,47549.0,53552.2,53787.17,47729.72,46667.07,42288.75,35660.86,47943.91,47468.02,39629.05,35494.16,33742.62,25802.54,23227.26,22111.51,23300.3
United Kingdom,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,59891.12,55608.22,73528.7,65985.3,59098.12,61568.66,69381.21,64197.48,62795.01,64195.62,62900.79,58649.95,52754.32,65168.29,65259.14,59470.79,56706.3,52721.24,49326.46,43917.97,42945.68,45460.64
United Kingdom,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,59691.07,58221.7,67079.31,63294.17,58827.52,57103.33,58066.45,58616.73,54494.35,61329.45,61939.38,56611.56,52234.7,63856.14,60645.66,53490.01,44128.28,45420.37,42882.41,42761.24,47341.17,47823.0
"Hong Kong, China",Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,37187.23,33468.75,33721.1,34881.25,35714.18,33514.51,35252.45,38859.52,38824.4,42350.21,43309.98,40903.17,31063.95,39178.39,37352.12,34722.41,33035.53,32963.13,27606.46,23444.07,22701.84,25581.92
"Hong Kong, China",China,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,401691.81,304707.81,296069.01,314293.5,297814.13,285501.33,287492.81,300429.69,320687.68,284360.81,246581.69,210291.12,164285.68,178621.25,168603.73,149510.94,130425.88,114315.65,95446.08,78949.84,70346.56,69847.99
"Hong Kong, China",China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,315903.02,251123.05,264601.84,280977.15,262582.64,251091.94,261119.6,268260.87,266876.65,251996.21,220581.98,197089.55,161214.31,181232.81,170556.0,153659.48,134965.92,117955.27,101082.79,91947.9,87455.97,91776.86
"Hong Kong, China",Japan,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,15302.77,14094.77,15472.84,16533.4,16513.33,15055.66,15945.6,17103.15,17479.09,18567.23,17425.68,16496.75,14119.89,15606.58,15341.07,15534.6,15303.87,13914.86,12088.87,10813.52,11246.95,11195.69
"Hong Kong, China","Other Asia, nes",All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,70952.54,53956.38,42305.27,43291.28,42401.39,37803.92,36271.79,39348.72,33959.58,31625.93,31086.53,29043.59,22748.85,24718.4,26506.31,25288.2,21643.36,19753.54,16076.41,14862.22,13839.99,15938.22
"Hong Kong, China",United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,39950.19,39943.23,39120.07,45872.08,42421.55,42031.39,44348.75,44151.11,42761.43,43694.39,42660.15,42816.34,36854.32,46219.74,47318.7,47875.35,46491.77,43952.93,41713.77,42770.35,42367.5,46984.34
Croatia,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,4988.88,3990.13,4328.93,4288.52,3871.41,3517.26,3196.3,3463.09,3075.97,2645.56,2858.43,2508.55,2863.08,4115.89,3719.0,3127.14,2751.13,2568.93,2221.01,1742.3,1583.24,1297.66
Croatia,Bosnia and Herzegovina,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1932.7,1455.17,1705.14,1612.95,1536.75,1249.8,1248.87,1641.11,1562.43,1577.52,1637.28,1368.34,1347.15,2177.81,1782.59,1310.51,1256.12,1153.79,892.44,704.44,560.56,494.83
Croatia,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,2690.72,2173.26,2247.53,2279.04,1939.86,1608.28,1452.6,1548.66,1496.97,1260.67,1349.25,1218.67,1148.52,1518.13,1237.04,1071.45,936.09,895.16,733.15,611.74,689.6,631.83
Croatia,Slovenia,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,2344.43,1761.14,1834.46,1903.94,1688.93,1703.66,1575.56,1571.05,1326.34,1064.64,1106.21,923.9,776.52,1098.13,1021.32,851.14,711.67,600.77,510.92,427.76,426.36,480.04
Croatia,Slovenia,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,3692.38,2955.98,3234.01,3140.29,2625.72,2384.34,2194.72,2475.36,2513.31,1217.65,1412.4,1172.91,1212.92,1712.5,1533.6,1350.78,1257.38,1179.42,1051.67,826.48,711.69,626.57
Croatia,Italy,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,2854.71,2127.11,2382.52,2510.89,2140.7,1864.3,1717.49,1921.19,1851.8,1892.18,2111.58,2209.84,1993.69,2694.14,2359.87,2397.48,1860.24,1834.39,1651.02,1114.99,1106.53,990.07
Croatia,Italy,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,4248.11,3210.54,3889.84,3708.63,3165.17,2754.22,2707.73,3262.54,2878.26,3512.71,3732.34,3055.67,3272.87,5258.69,4144.96,3600.33,2969.78,2819.21,2581.61,1850.95,1657.12,1310.8
Italy,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,91042.4,70023.57,76778.93,82968.37,74294.04,66325.18,63879.39,72235.12,70767.32,70899.28,86732.5,78066.5,69321.34,89988.9,87328.49,74205.28,65672.86,62924.11,53040.24,43905.84,42090.93,41912.8
Italy,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,79761.13,64060.38,65509.54,68756.28,63318.72,58311.99,56269.72,66568.03,64356.08,62768.61,68230.67,57766.85,51525.07,69285.48,64758.99,55162.72,48806.61,47911.77,41823.07,34971.6,35701.14,36321.76
Italy,France,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,46207.86,35737.24,38992.51,43291.59,39622.64,36249.05,35686.74,40912.57,40512.97,40615.04,46518.1,42501.05,36756.08,48347.55,46662.06,41106.41,38092.94,38599.82,33671.15,28148.21,26511.19,26905.83
Italy,Netherlands,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,33147.09,25470.73,24906.1,26822.73,25673.18,22326.28,22813.52,27646.62,27471.66,26423.96,29233.31,26425.79,23596.49,30178.01,28225.8,24772.25,20619.24,20067.89,16635.3,13783.81,13936.78,13566.15
Italy,France,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,63223.82,51614.46,56604.05,57500.67,52348.14,48692.32,47291.42,55781.5,56148.07,55577.46,60240.18,51724.54,47400.94,60975.94,57547.83,49116.84,45522.11,43465.55,37004.62,30944.84,29921.85,30417.03
Italy,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,58372.63,48473.45,50990.41,50118.65,45684.76,40821.34,39881.61,39508.77,35909.53,34246.96,31662.27,26826.43,23857.71,33873.74,33247.91,30833.55,29666.68,27691.64,24757.28,24292.64,23426.16,24562.73
Japan,"Other Asia, nes",All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,54558.93,44431.49,43006.62,42393.49,40644.77,39297.0,36960.99,39959.02,41612.72,46017.25,50960.36,52470.98,36434.43,46117.64,44889.15,44102.73,43578.16,42012.04,31236.38,26240.54,24229.24,35945.45
Japan,China,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,163860.27,141399.2,134673.08,144033.05,132781.19,113830.23,109277.77,126361.39,129401.39,144184.83,162035.39,149450.76,109727.43,124900.52,109270.66,92769.55,80074.35,73938.66,57416.82,39824.77,30994.26,30382.1
Japan,"Korea, Rep.",All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,52567.99,44688.45,46265.49,52480.44,53284.88,46235.24,44018.77,51520.34,56513.45,61527.65,66174.01,62361.08,47273.09,59492.56,54333.49,50270.02,46629.9,44257.4,34806.43,28569.76,25296.86,30700.38
Japan,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,185664.48,163850.56,169295.82,173716.57,164543.43,156552.58,160559.7,181294.16,180977.51,188500.37,183882.19,153203.23,122574.08,143229.98,127922.37,118525.74,108477.57,94340.41,75471.96,61784.47,57864.68,55106.75
Japan,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,135975.91,118793.19,140498.53,140713.38,135094.8,130585.87,126387.23,130773.31,134539.55,142084.77,127674.66,120338.24,95302.74,138704.96,145624.2,147197.75,135946.69,128693.89,117542.21,120388.71,122542.92,142480.03
Japan,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,82966.49,71767.26,81420.71,83640.15,73952.98,69221.59,68347.46,73045.28,71958.77,78216.4,76266.74,69114.69,60590.11,78937.22,72409.98,69384.71,65403.97,63702.09,59996.9,58808.96,63756.68,72149.79
"Korea, Rep.",Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,54641.47,46022.7,47579.04,54603.33,55124.45,47466.28,45853.4,53775.89,60029.17,64362.82,68319.88,64295.81,49427.29,60956.29,56250.1,51926.27,48403.13,46144.46,36313.0,29855.16,26633.08,31826.98
"Korea, Rep.","Hong Kong, China",All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,37465.02,30624.4,31905.99,45978.66,39059.15,32778.6,30418.15,27275.38,27756.05,32605.23,30967.38,25294.02,19660.84,19771.22,18654.45,18978.45,15531.02,18127.1,14653.7,10144.88,9451.46,10708.09
"Korea, Rep.",China,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,162912.97,132565.44,136202.53,162124.67,142119.05,124432.94,137123.93,145327.7,145869.5,134322.4,134185.01,116837.8,86703.25,91388.9,81985.13,69459.18,61914.97,49763.18,35109.72,23753.23,18186.81,18454.54
"Korea, Rep.",China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,138627.46,108884.24,107228.16,106487.85,97859.48,86978.91,90248.76,90071.15,83051.45,80782.2,86430.97,71573.12,54245.68,76926.97,63025.15,48556.6,38648.08,29584.76,21909.06,17399.68,13302.62,12798.65
"Korea, Rep.",Japan,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,30061.77,25097.58,28420.17,30527.12,26814.29,24354.46,25576.46,32247.79,34662.22,38795.95,39679.48,28176.25,21770.82,28252.42,26370.19,26533.92,24027.42,21701.33,17276.11,15140.35,16502.32,20466.02
"Korea, Rep.",United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,96299.35,74352.78,73598.9,73043.82,68852.27,66748.31,70117.31,70598.28,62326.9,58806.9,56421.43,49991.46,37802.59,46500.68,45883.92,43320.31,41499.4,43026.56,34368.72,32942.69,31357.34,37806.06
"Korea, Rep.",United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,73659.01,57780.11,62105.14,59080.56,50908.0,43397.74,44208.11,45531.18,41762.16,43652.46,44814.72,40588.44,29160.31,38555.95,37392.95,33796.54,30787.48,28918.64,24934.99,23110.98,22430.93,29285.99
Lithuania,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,5695.2,4298.61,4182.29,4371.64,3743.61,3354.42,3236.03,3845.12,3654.37,3148.41,3042.37,2552.77,2076.38,3702.99,3662.61,2885.08,2347.51,2073.26,1583.34,1308.71,1094.46,821.32
Lithuania,Poland,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,5389.27,4349.73,4201.15,4203.09,3182.75,3013.98,2901.97,3326.64,3320.0,3133.09,2726.44,2064.64,1827.91,3121.7,2598.29,1846.76,1286.27,947.22,505.77,369.23,308.26,269.06
Lithuania,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,3349.84,2662.84,2517.2,2460.24,2124.89,1921.85,1993.98,2350.32,2334.78,2307.78,2568.82,2046.22,1597.59,1701.04,1797.65,1218.71,1107.02,952.59,709.49,567.73,575.78,545.89
Lithuania,Latvia,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,3727.79,3007.36,3162.19,3267.45,2809.57,2470.36,2522.97,2971.66,3245.8,3224.03,2740.03,1987.68,1658.74,2750.87,2210.57,1569.44,1205.46,947.37,692.13,530.47,579.09,571.97
Lithuania,Russian Federation,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,5308.5,2978.96,5189.61,5172.73,4059.44,3793.24,4596.9,7620.57,9784.16,10401.42,10184.87,7636.73,5482.35,9406.43,4401.42,4700.55,4321.42,2853.87,2160.42,1635.92,1607.0,1493.29
Lithuania,Russian Federation,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,4415.95,4384.44,4632.26,4665.59,4449.01,3371.12,3479.31,6755.12,6467.14,5598.04,4648.61,3239.57,2188.92,3799.76,2579.87,1807.29,1229.15,863.56,725.87,663.83,504.93,270.93
Latvia,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,2430.93,1806.79,1941.95,1953.49,1794.98,1614.42,1557.5,1913.21,1943.95,1856.08,1870.05,1281.82,1077.82,2054.24,2375.08,1770.94,1710.85,1393.29,1195.13,989.2,849.56,710.77
Latvia,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1416.19,1098.85,1045.7,1030.34,949.7,818.92,730.75,932.22,987.06,1005.43,991.97,772.13,623.15,750.13,688.49,594.42,745.57,677.02,611.06,502.76,474.8,456.35
Latvia,Lithuania,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,3975.19,3103.3,3133.36,3238.24,2974.6,2415.6,2409.01,2956.56,3417.01,3194.59,2897.8,1899.97,1589.45,2597.95,2107.11,1482.88,1676.75,1220.96,721.55,566.16,422.41,343.98
Latvia,Lithuania,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,3456.41,2477.75,2474.57,2575.26,2312.71,2229.95,2365.95,2733.9,2291.89,2029.45,2171.84,1436.92,1171.63,1548.09,1245.34,864.15,800.79,514.27,336.64,271.15,231.1,201.41
Latvia,Russian Federation,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,2095.73,1063.73,1209.07,1557.7,1239.2,1095.3,1255.33,1439.97,1404.62,1513.42,1317.66,1115.5,1003.6,1676.82,1274.32,894.09,1042.63,874.73,649.44,503.86,458.14,527.22
Mexico,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,17214.36,13871.16,17679.85,17762.16,16422.08,13878.94,13975.56,13762.48,13460.99,13507.76,12862.64,11076.77,9727.22,12605.73,10687.75,9437.04,8670.43,7143.23,6217.82,6065.06,6079.2,5757.13
Mexico,Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,17078.97,13892.98,17956.08,18188.55,18185.99,17751.97,17368.93,17544.72,17076.12,17655.21,16493.5,15014.69,11397.11,16282.45,16342.98,15295.16,13077.78,10582.96,7594.57,9347.72,8085.24,6463.4
Mexico,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,386086.72,330433.65,358638.54,356892.5,327215.24,302908.59,309174.11,318652.63,299486.78,288178.65,274720.11,238858.91,185448.52,233793.95,223387.84,212131.77,183837.71,166533.18,144696.72,137963.06,136373.54,146599.59
Mexico,Canada,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,12895.26,11138.78,14256.34,14034.44,11338.73,10393.27,10520.83,10689.97,10414.23,10927.23,10694.12,10663.92,8236.48,7083.68,6477.82,5176.22,4234.48,2780.86,3021.76,3010.07,3254.29,3580.53
Mexico,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,221311.74,168197.31,206134.04,216270.19,194978.44,179918.08,187308.13,195856.16,187758.44,185683.87,174878.47,145450.4,112788.74,151746.43,139930.56,130809.82,118973.1,111262.25,105723.45,106899.86,114059.68,127689.98
Malaysia,Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,17790.65,14649.97,15351.78,15825.39,14788.77,13733.98,13770.98,16731.37,17888.7,20181.28,21346.07,20704.52,15430.3,19453.71,18866.75,17341.03,16578.96,16944.51,14282.27,14300.17,14211.04,17240.28
Malaysia,Singapore,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,22618.59,17526.41,21602.32,25541.39,21587.91,17453.44,21096.24,26200.0,25432.07,25978.49,23995.39,18731.5,13622.42,17007.22,16715.26,15313.89,13356.09,11651.66,9810.98,9566.79,9291.93,11761.99
Malaysia,Japan,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,18166.72,14883.24,15931.99,17442.95,17580.96,15250.31,18947.31,25276.97,25115.84,26997.64,26134.47,20611.24,15462.31,21186.47,16203.92,14244.77,13340.23,12762.91,11221.73,10467.44,11711.22,12834.29
Malaysia,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,34366.25,25984.21,23342.31,22551.07,20706.83,19353.88,18928.95,19702.6,18440.58,19718.96,18850.44,18981.09,17235.96,24810.58,27543.32,30186.52,27815.73,23767.42,20539.53,18828.73,17815.89,20159.49
Malaysia,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,18079.87,16594.01,16583.18,16106.14,15209.25,13418.64,14226.54,16009.27,16087.78,15884.98,18106.86,17551.42,13835.48,16834.42,15776.16,16434.45,14776.36,15258.59,12850.6,13376.91,11838.63,13636.64
Malaysia,Singapore,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,41847.31,33816.09,33090.8,34756.98,31195.41,27581.07,27842.99,33262.67,31778.87,30931.15,28812.58,26552.83,21931.9,29064.21,25590.47,24757.81,22078.78,18931.04,16522.64,15964.09,14912.9,18045.93
Netherlands,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,108104.45,85522.49,87905.14,91644.72,83979.47,73922.46,72793.1,83355.37,84312.09,79488.93,84792.35,78104.31,73281.54,95216.95,84579.79,69729.45,59126.33,55828.06,46470.13,37702.36,36055.7,35433.27
Netherlands,United Kingdom,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,31334.75,22881.68,27619.95,31002.64,26294.23,23331.7,22798.69,33772.71,36482.08,35204.28,34091.32,29336.73,24616.21,31272.7,26854.41,22783.61,19357.5,18248.0,16999.88,15558.47,17429.01,19015.85
Netherlands,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,160431.58,121983.77,128001.85,133402.35,120674.25,107318.6,109257.78,138757.28,141981.27,136461.77,137940.81,119690.61,104921.01,133509.59,112490.19,99146.67,83272.32,75773.81,64216.03,53348.2,55260.69,54912.53
Netherlands,United Kingdom,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,45084.22,39909.63,44606.96,47390.15,44297.08,42895.47,40459.47,48817.62,48518.68,44548.08,44969.45,39323.54,36107.42,49490.83,43508.16,35714.63,32219.56,32052.95,27099.92,24116.27,24080.59,23074.34
Netherlands,France,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,56096.61,42456.97,45054.67,46109.58,42559.57,37957.17,36737.56,47148.31,47724.23,46609.44,50424.79,43089.33,38347.76,47707.81,39195.28,33023.34,32004.65,30705.35,26533.34,22107.63,22343.51,22555.33
Netherlands,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,47590.03,39139.0,41772.67,39915.35,34911.65,33469.12,33340.11,36222.28,35349.57,33945.25,32781.6,33216.01,32081.66,39955.9,33091.65,29846.02,24457.6,22684.25,18374.24,17232.74,19280.36,20319.08
Netherlands,Belgium,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,61614.52,47351.86,50763.59,52122.26,47667.03,41363.8,42030.17,49195.81,49861.05,48464.72,50673.2,42243.16,38290.26,49942.6,45416.31,38989.92,33516.38,30964.58,26619.04,21334.88,18073.15,18401.29
Netherlands,Belgium,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,74138.08,56465.47,58276.37,59686.4,54364.26,48189.12,48705.53,63111.3,63517.8,62389.32,67722.18,54730.61,48299.83,63312.9,56823.2,49767.76,40914.7,36606.94,31037.43,25964.66,25530.58,25134.09
Norway,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,10975.63,9261.01,9293.0,9522.8,9486.93,8712.64,8620.18,10566.33,11129.27,10816.25,10880.85,9506.89,8726.24,11812.07,10839.28,8633.92,7456.78,6572.37,5280.04,4551.48,4166.86,4095.72
Norway,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,35548.04,9970.85,15056.59,19687.01,15822.79,12774.56,18451.94,24476.88,26702.19,19279.13,17041.11,14453.96,14578.34,21009.45,16701.04,15028.56,13085.21,10823.06,8841.5,7562.02,7176.75,6309.58
Norway,United Kingdom,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,37878.59,14324.47,20949.49,26554.34,21523.28,18548.82,20873.29,32894.51,37366.12,42622.02,45141.29,35867.94,26987.92,45775.45,35585.4,32663.74,25997.77,18582.55,14428.62,11514.65,11574.63,12433.29
Norway,Sweden,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,11114.97,8646.25,10111.22,10569.27,9819.38,8675.9,8765.59,10949.47,11954.5,11821.43,12143.83,10806.93,9419.28,12564.02,11706.69,9625.25,8001.05,7583.88,6395.91,5350.88,5022.23,5066.46
Norway,Netherlands,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,12844.24,8151.25,11548.88,13028.37,10135.33,9523.67,11406.82,19267.98,16869.32,19709.8,18726.52,15537.3,13300.14,17683.26,13945.41,12533.95,10313.71,8440.08,6522.79,5701.08,6150.69,6902.15
New Zealand,Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,3122.59,2043.98,2761.54,3032.83,2960.72,2556.77,2389.22,2833.25,2530.47,2473.65,2921.3,2245.58,1895.1,2802.55,2911.17,2407.55,2872.26,2587.67,2171.11,1803.12,1467.44,1558.66
New Zealand,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,11774.05,8296.25,8542.93,8633.41,7748.41,7203.34,7146.24,7198.99,6770.77,6248.99,7438.83,4887.41,3856.21,4565.4,4122.26,3222.41,2838.41,2242.77,1663.06,1205.41,927.22,870.68
New Zealand,Australia,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,5558.26,5219.34,5741.38,6336.41,6252.05,5757.64,5850.8,7292.24,7491.51,8023.93,10847.78,7230.35,5739.72,7124.89,5910.75,4583.03,4645.55,4239.42,3560.99,2883.27,2597.59,2709.0
New Zealand,Japan,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,2499.37,2281.3,2310.72,2421.32,2275.54,2070.15,2071.44,2442.37,2322.79,2600.28,3440.53,2434.23,1773.35,2575.79,2478.41,2303.62,2298.79,2280.51,1817.58,1654.12,1716.08,1796.11
New Zealand,Australia,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,5544.21,4394.54,4873.69,5012.94,4910.88,4534.23,4330.14,5172.23,5262.19,5818.69,7367.04,5563.27,4702.5,6190.66,6361.78,5378.05,5405.97,5189.48,4189.76,3418.46,2914.55,3078.19
New Zealand,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,4717.26,4298.42,3717.73,3821.02,3781.11,3685.68,4040.22,3911.88,3344.22,3428.08,3998.5,2711.58,2485.51,3124.94,3105.08,2946.48,3086.94,2938.97,2397.64,2207.03,2038.66,1930.59
New Zealand,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,4257.55,3568.67,4227.47,4419.57,4286.94,4081.07,4309.48,4945.46,3722.82,3566.85,5036.74,3186.63,2760.9,3271.61,3021.54,3092.49,2875.42,2612.4,2185.74,2047.98,2144.97,2417.91
"Other Asia, nes",Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,56274.24,46149.04,44065.75,44073.53,41999.29,40662.69,38644.4,41678.07,43069.3,47650.05,52167.51,51940.36,36312.87,44619.76,46016.71,46283.56,45940.3,43842.43,32719.52,27276.75,25847.74,38556.95
"Other Asia, nes","Hong Kong, China",All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,63161.94,49263.14,40369.86,41552.19,41278.67,38394.88,38016.51,42526.67,39211.75,37857.54,39918.17,37687.14,29428.63,31236.27,37932.72,37380.41,30720.71,29879.04,30868.19,30847.54,26964.26,31335.63
"Other Asia, nes","Korea, Rep.",All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,30719.66,20683.89,17760.69,19539.31,16913.96,14636.79,13012.61,14781.43,15732.54,15098.31,17840.96,16050.14,10529.92,12622.88,15183.73,14999.44,13203.48,11684.68,8738.16,7711.04,6704.91,8987.94
"Other Asia, nes",China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,82705.89,63893.56,57437.91,53753.57,50081.52,44015.14,44113.85,48013.72,42487.42,40960.33,43551.0,35915.78,24490.5,30099.95,28057.95,24782.28,19927.67,16755.84,11017.89,7950.8,5910.74,6230.02
"Other Asia, nes",Japan,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,29297.94,23564.2,23303.12,23070.63,20817.34,19573.74,19253.78,19890.7,19114.4,18955.01,18163.64,17959.99,14497.98,16827.63,15908.48,16300.06,14480.68,13222.55,12429.91,11983.6,12759.3,16599.2
"Other Asia, nes",United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,65947.05,50910.14,46347.32,39766.37,37044.78,33590.98,34254.96,34908.77,32446.32,32985.23,36257.6,31432.11,23619.29,29569.8,32095.87,32437.54,28567.95,28229.59,26607.04,26824.76,27714.72,34903.0
"Other Asia, nes",United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,39786.66,33055.8,35154.75,35019.84,30542.18,28816.17,26591.58,27698.83,25460.52,23876.92,26022.35,25571.17,18336.93,25370.21,26731.53,22801.08,21064.81,21806.86,17047.65,18132.16,18250.44,25144.2
